review_id,sentence_num,username,date,rating,source,sentence,sentiment,confidence,prob_negative,prob_neutral,prob_positive,sentiment_std,rating_numeric
0,1,insane666,2025-10-02 00:00:00.000,10.0,ltbx,dagdag ko lang sa films ko kasi napanood ko to sa cine dati nung bata aku hahahaha naalala ko iniyakan ko to hanggang pag uwi namen diko alam kung baket hahhahahahahajahahahajahajhahaja ang kulet hanggang leeg,positive,0.8979164958000183,0.10207308828830719,1.0335747901990544e-05,0.8979164958000183,positive,10.0
1,1,cherriluvscola,2025-09-12 00:00:00.000,20.0,ltbx,religious trauma gonna eat dinuguan after this,negative,0.8735604286193848,0.8735604286193848,3.487172580207698e-05,0.12640462815761566,negative,20.0
2,1,hatdiggitydog,2025-08-10 00:00:00.000,,ltbx,Propaganda slop,negative,0.6661722660064697,0.6661722660064697,0.00012009331840090454,0.33370763063430786,negative,
3,1,chrisales,2025-05-18 00:00:00.000,100.0,ltbx,Absolute cult classic,negative,0.861069917678833,0.861069917678833,9.890628280118108e-05,0.13883112370967865,negative,100.0
4,1,disposedscalpel,2025-04-18 00:00:00.000,,ltbx,i'd rather watch sausage party than ts,positive,0.7425467371940613,0.257427453994751,2.5751254725037143e-05,0.7425467371940613,positive,
5,1,mattyakamattie,2025-04-13 00:00:00.000,10.0,ltbx,"just got off of church, and i just remembered this movie existed",positive,0.7980350852012634,0.2019122689962387,5.270314431982115e-05,0.7980350852012634,positive,10.0
5,2,mattyakamattie,2025-04-13 00:00:00.000,10.0,ltbx,"i remember being told by the minister of my local to watch this movie during bible study sessions, and to tell him the things i’ve learned about his life, and my god was this the most BORING MOVIE I’VE EVER WATCHED",positive,0.9150174260139465,0.08484722673892975,0.0001353359257336706,0.9150174260139465,positive,10.0
5,3,mattyakamattie,2025-04-13 00:00:00.000,10.0,ltbx,"ALMOST THREE HOURS, AND BEING ONE OF THE MOST EXPENSIVE MOVIES TO BE MADE IN THE PHILIPPINES, AND FOR WHAT",positive,0.9162269830703735,0.08371654897928238,5.6454849982401356e-05,0.9162269830703735,positive,10.0
5,4,mattyakamattie,2025-04-13 00:00:00.000,10.0,ltbx,NO SUBSTANCE,negative,0.7844658493995667,0.7844658493995667,0.00016419765597674996,0.21536995470523834,negative,10.0
5,5,mattyakamattie,2025-04-13 00:00:00.000,10.0,ltbx,"GET ME OUT OF THIS CHURCH, DARE I SAY, CULT",positive,0.640433669090271,0.3594844937324524,8.186998456949368e-05,0.640433669090271,positive,10.0
7,1,alysterjohn,2025-01-27 00:00:00.000,10.0,ltbx,The only thing I have ever been disappointed in with Dennis Trillo,negative,0.6421719193458557,0.6421719193458557,4.482769872993231e-05,0.3577832281589508,negative,10.0
7,2,alysterjohn,2025-01-27 00:00:00.000,10.0,ltbx,"I mean, sure, get that bag, king",positive,0.9313805103302002,0.06859802454710007,2.1448919142130762e-05,0.9313805103302002,positive,10.0
7,3,alysterjohn,2025-01-27 00:00:00.000,10.0,ltbx,But I would think he's rich enough to choose the projects he's given and not include himself in cult propaganda,positive,0.8887097835540771,0.11125939339399338,3.0791168683208525e-05,0.8887097835540771,positive,10.0
7,4,alysterjohn,2025-01-27 00:00:00.000,10.0,ltbx,Seeing the trailer years ago was enough for me,positive,0.8006566166877747,0.199297696352005,4.5722561480943114e-05,0.8006566166877747,positive,10.0
8,1,cigsfortwo,2025-01-26 00:00:00.000,20.0,ltbx,"the things i do for you, dennis trillo",positive,0.9906837940216064,0.00930777471512556,8.326093848154414e-06,0.9906837940216064,positive,20.0
9,1,buchmanster,2025-01-25 00:00:00.000,10.0,ltbx,walang paglagyan sa katawan ko yung tuwa,negative,0.836501955986023,0.836501955986023,2.3095157303032465e-05,0.1634749323129654,negative,10.0
9,2,buchmanster,2025-01-25 00:00:00.000,10.0,ltbx,"""hanggang leeg""-Kapatid na Arlene",positive,0.9409192800521851,0.059068284928798676,1.240446545125451e-05,0.9409192800521851,positive,10.0
10,1,bogambilya,2024-12-11 00:00:00.000,10.0,ltbx,hanggang kailan ka po mamamalagi sa iglesia ni cristo,positive,0.9400568604469299,0.05992961674928665,1.3502037290891167e-05,0.9400568604469299,positive,10.0
10,2,bogambilya,2024-12-11 00:00:00.000,10.0,ltbx,hanggang leeg po,negative,0.7095223069190979,0.7095223069190979,3.0263998269219883e-05,0.2904474139213562,negative,10.0
11,1,elijahweed,2024-11-22 06:59:17.738,10.0,ltbx,PROUD INC,positive,0.9244726300239563,0.07549998164176941,2.7413965653977357e-05,0.9244726300239563,positive,10.0
12,1,fourrrrthiv,2013-09-04 00:00:00.000,10.0,ltbx,nilibre kami ng ticket para manood sa rob pero nakatulog ako sa ginaw,negative,0.8492996096611023,0.8492996096611023,2.1733305402449332e-05,0.1506786048412323,negative,10.0
12,2,fourrrrthiv,2013-09-04 00:00:00.000,10.0,ltbx,"lakas ng aircon don, grabe",positive,0.7446441054344177,0.2553277611732483,2.816496453306172e-05,0.7446441054344177,positive,10.0
12,3,fourrrrthiv,2013-09-04 00:00:00.000,10.0,ltbx,magaling yung actors pero mas trip ko yung ibang shows nila,negative,0.6039156913757324,0.6039156913757324,2.8885580832138658e-05,0.3960554599761963,negative,10.0
14,1,tashakate,2024-10-17 00:00:00.000,,ltbx,sat on my ass for 3 hrs straight being forcibly lectured on christianity……… complex feelings abt this one,negative,0.674874484539032,0.674874484539032,8.359646744793281e-05,0.3250419497489929,negative,
15,1,sandi19,2024-09-03 00:00:00.000,10.0,ltbx,Reliving my religious trauma,negative,0.5070244669914246,0.5070244669914246,0.00019742787117138505,0.49277815222740173,negative,10.0
15,2,sandi19,2024-09-03 00:00:00.000,10.0,ltbx,Half star for me maybe funding atleast one extra in this film as a former INCult,negative,0.8131898045539856,0.8131898045539856,5.174896796233952e-05,0.18675845861434937,negative,10.0
16,1,caparinwoe,2024-09-03 00:00:00.000,,ltbx,Me when im mentally ill and experiencing a midlife crisis,positive,0.6990833878517151,0.300870805978775,4.578879816108383e-05,0.6990833878517151,positive,
17,1,hamptersufo,2024-04-28 00:00:00.000,10.0,ltbx,womp womp,positive,0.7625846266746521,0.2373514622449875,6.387207395164296e-05,0.7625846266746521,positive,10.0
18,1,edmundnishikata,2024-04-06 11:47:15.172,20.0,ltbx,I describe this film in one word,negative,0.649878978729248,0.649878978729248,0.00019526667892932892,0.34992578625679016,negative,20.0
19,1,leynard99,2024-03-20 00:00:00.000,,ltbx,Di ko tinapos par baka maakay ako par e,negative,0.8844716548919678,0.8844716548919678,2.853186015272513e-05,0.11549978703260422,negative,
21,1,charles2002,2024-01-21 00:00:00.000,40.0,ltbx,"After watching GomBurZa, I got interested in checking out other Filipino religious biopics, this is the first that I watched after that",positive,0.9843794703483582,0.015609337948262691,1.1274686585238669e-05,0.9843794703483582,positive,40.0
21,2,charles2002,2024-01-21 00:00:00.000,40.0,ltbx,A three-hour film chronicling the life and times of Felix Manalo and his church Iglesia Ni Cristo,positive,0.9718271493911743,0.028156526386737823,1.627939309400972e-05,0.9718271493911743,positive,40.0
21,3,charles2002,2024-01-21 00:00:00.000,40.0,ltbx,This film starts during his early childhood days up to his demise,positive,0.8465284109115601,0.15341372787952423,5.779751154477708e-05,0.8465284109115601,positive,40.0
21,4,charles2002,2024-01-21 00:00:00.000,40.0,ltbx,"It's difficult to make a biopic with such scope, other biopics tend to focus on one important event of someone's life but this film really tried to cover everything, I must say that they were able to achieve in showing the essence and ideals of the church leader in their perspective but provided merely a glimpse of the significant events that challenged the institution since they transitioned from one important event to another every 2-3 minutes",positive,0.9342178106307983,0.06574653834104538,3.562862548278645e-05,0.9342178106307983,positive,40.0
21,5,charles2002,2024-01-21 00:00:00.000,40.0,ltbx,The make-up and cinematography were bland and cheap for a film hailed as the most expensive in the Philippines,negative,0.9593857526779175,0.9593857526779175,6.721092358930036e-05,0.040546976029872894,negative,40.0
21,6,charles2002,2024-01-21 00:00:00.000,40.0,ltbx,"The screenplay was decent but most of it came from an established material which is the Bible and the storytelling was preachy and hero-worshipping, I guess we can't avoid that because this is more of the ""basketball highlights"" of Manalo rather than an unbiased biography",positive,0.5305216908454895,0.4694265127182007,5.180171501706354e-05,0.5305216908454895,positive,40.0
21,7,charles2002,2024-01-21 00:00:00.000,40.0,ltbx,It's a film you can compare to Maid in Malacañang but slightly better,positive,0.9652413725852966,0.03474360704421997,1.4945850125513971e-05,0.9652413725852966,positive,40.0
21,8,charles2002,2024-01-21 00:00:00.000,40.0,ltbx,This film has its merits but the obvious one-sidedness and bias towards Manalo made the film more of a propaganda,negative,0.7912424802780151,0.7912424802780151,4.173476554569788e-05,0.20871585607528687,negative,40.0
22,1,sammumerp,2023-12-26 00:00:00.000,30.0,ltbx,Why is everything so overlit like they're all in heaven,positive,0.7975071668624878,0.2024131864309311,7.969451689859852e-05,0.7975071668624878,positive,30.0
22,2,sammumerp,2023-12-26 00:00:00.000,30.0,ltbx,Why are scenes where a person is talking to a table edited into like 8 shots per second,negative,0.7125171422958374,0.7125171422958374,0.00015988592349458486,0.2873230278491974,negative,30.0
22,3,sammumerp,2023-12-26 00:00:00.000,30.0,ltbx,Why are there A-list celebrities being wasted playing such insignificant roles that waste their talent,negative,0.9507841467857361,0.9507841467857361,8.158852142514661e-05,0.04913419112563133,negative,30.0
22,4,sammumerp,2023-12-26 00:00:00.000,30.0,ltbx,Why is the sound mixing so bad,negative,0.9627746939659119,0.9627746939659119,7.137858483474702e-05,0.03715389594435692,negative,30.0
22,5,sammumerp,2023-12-26 00:00:00.000,30.0,ltbx,Why is the spoon stirring the tea louder than dialogue,negative,0.7432084679603577,0.7432084679603577,7.178220403147861e-05,0.25671979784965515,negative,30.0
22,6,sammumerp,2023-12-26 00:00:00.000,30.0,ltbx,Why does it go weirdly silent sometimes like it had been paused,negative,0.7304008603096008,0.7304008603096008,9.088371734833345e-05,0.2695082426071167,negative,30.0
22,7,sammumerp,2023-12-26 00:00:00.000,30.0,ltbx,Why does the main character have no emotion whatsoever,negative,0.9201341271400452,0.9201341271400452,6.982035847613588e-05,0.0797959566116333,negative,30.0
22,8,sammumerp,2023-12-26 00:00:00.000,30.0,ltbx,Why is 40% of his lines quoting bible verses instead of like being anything resembling a human being,negative,0.9204753041267395,0.9204753041267395,7.056956383166835e-05,0.07945413142442703,negative,30.0
22,9,sammumerp,2023-12-26 00:00:00.000,30.0,ltbx,Why was his first love shown when it plays no part in the movie and in any relation to him at all,negative,0.8974167704582214,0.8974167704582214,6.278303771978244e-05,0.10252039134502411,negative,30.0
22,10,sammumerp,2023-12-26 00:00:00.000,30.0,ltbx,Why did every problem I have go away during the WW2 scenes,positive,0.7378653287887573,0.2620793581008911,5.53478894289583e-05,0.7378653287887573,positive,30.0
22,11,sammumerp,2023-12-26 00:00:00.000,30.0,ltbx,"Why would you suddenly show competence after 2 and a half hours of flat framing, stitled writing, dead acting, shitty sound mixing and jittery editing",negative,0.9745315909385681,0.9745315909385681,6.785777804907411e-05,0.025400621816515923,negative,30.0
22,12,sammumerp,2023-12-26 00:00:00.000,30.0,ltbx,And why did they make us watch this shit after we all have obviously watched it multiple times already,negative,0.8624922037124634,0.8624922037124634,6.897601997479796e-05,0.13743874430656433,negative,30.0
22,13,sammumerp,2023-12-26 00:00:00.000,30.0,ltbx,Fuck this shit,negative,0.9522562623023987,0.9522562623023987,0.0001460199273424223,0.04759775847196579,negative,30.0
23,1,idontlikeguns,2023-08-23 11:01:26.197,10.0,ltbx,A CULT classic (litterally),positive,0.991629421710968,0.008350295946002007,2.0209465219522826e-05,0.991629421710968,positive,10.0
27,1,sabwars,2022-08-24 00:00:00.000,10.0,ltbx,"i wouldnt trust ANYONE to start a religion after writing a doctrine for 3 days straight without break, that’s just some spontaneous shit Anws, i rlly cant comprehend how this entire “religion” is real",negative,0.9499161839485168,0.9499161839485168,8.479410462314263e-05,0.04999905824661255,negative,10.0
27,2,sabwars,2022-08-24 00:00:00.000,10.0,ltbx,It’s no secret that the entire inc doctrine revolves around them being the true religion and true interpretation of the bible by shitting on other religions and that’s just bad,negative,0.8474779725074768,0.8474779725074768,0.00011991459177806973,0.1524021029472351,negative,10.0
27,3,sabwars,2022-08-24 00:00:00.000,10.0,ltbx,It really hurts me that a lot of inc friends of mine are traumatized bc of the cult they are under,negative,0.5222962498664856,0.5222962498664856,0.00011073091445723549,0.4775930643081665,negative,10.0
27,4,sabwars,2022-08-24 00:00:00.000,10.0,ltbx,"People are brainwashed, exploited, and stolen from and I hope the members of this cult truly realize the circumstances they are under and be freed from it",positive,0.569098711013794,0.43077099323272705,0.00013029717956669629,0.569098711013794,positive,10.0
28,1,haefalcon,2022-07-25 00:00:00.000,10.0,ltbx,so bakit nga may bloc voting,negative,0.6561979651451111,0.6561979651451111,8.932012860896066e-05,0.34371262788772583,negative,10.0
29,1,alexisxlulo,2022-07-23 00:00:00.000,10.0,ltbx,whew i fell asleep,positive,0.9680356979370117,0.031953513622283936,1.0802859833347611e-05,0.9680356979370117,positive,10.0
29,2,alexisxlulo,2022-07-23 00:00:00.000,10.0,ltbx,if gusto niyo makatulog agad panoorin niyo 'to,negative,0.8598276972770691,0.8598276972770691,2.4459532141918316e-05,0.14014782011508942,negative,10.0
30,1,aezerie,2022-07-03 08:07:14.465,10.0,ltbx,Hindi ko pa 'to napanonood pero rate q ½ kasi h8er aq ng INC,negative,0.5411624312400818,0.5411624312400818,5.383214738685638e-05,0.4587837755680084,negative,10.0
30,2,aezerie,2022-07-03 08:07:14.465,10.0,ltbx,--edit--plot twist: inc naging gf ko,negative,0.7594408392906189,0.7594408392906189,3.051987732760608e-05,0.24052868783473969,negative,10.0
31,1,slight1,2022-06-08 09:13:26.750,10.0,ltbx,kung gusto mo mabrainwash ito yung film para sayo,negative,0.6270884275436401,0.6270884275436401,3.190363713656552e-05,0.37287962436676025,negative,10.0
32,1,xesinga,2022-06-08 00:00:00.000,,ltbx,Agahahahhahaha naalala ko kya dami sales nito kc libre tix sa mga members HAHAHAH,negative,0.5727134943008423,0.5727134943008423,4.056598118040711e-05,0.42724600434303284,negative,
33,1,paklas,2021-11-20 00:00:00.000,10.0,ltbx,ito ba family movie ng mga inc HHAHAHA,positive,0.8146745562553406,0.1853073537349701,1.8048669517156668e-05,0.8146745562553406,positive,10.0
34,1,jpaulthunders77,2021-07-15 07:07:47.230,,ltbx,don't wanna leave a rating because this movie is kinda controversial for some,positive,0.5573107004165649,0.44265037775039673,3.8940626836847514e-05,0.5573107004165649,positive,
34,2,jpaulthunders77,2021-07-15 07:07:47.230,,ltbx,"i enjoyed some parts of it, some not",positive,0.8556897640228271,0.14428310096263885,2.7114374461234547e-05,0.8556897640228271,positive,
34,3,jpaulthunders77,2021-07-15 07:07:47.230,,ltbx,it is what it is,positive,0.9430685639381409,0.05690553039312363,2.5840838134172373e-05,0.9430685639381409,positive,
35,1,antonioagregado,2021-02-08 00:00:00.000,40.0,ltbx,Just logging this,positive,0.8412807583808899,0.15868842601776123,3.074752021348104e-05,0.8412807583808899,positive,40.0
36,1,eyan,2020-04-20 00:00:00.000,30.0,ltbx,Cringey sound design,positive,0.6024319529533386,0.3973693251609802,0.00019879562023561448,0.6024319529533386,positive,30.0
37,1,hongweikai,2016-01-10 00:00:00.000,40.0,ltbx,"""'Yung hindi tunay na relihiyon, at 'yung hindi tunay na Diyos, 'yon ang hindi kailangan ng tao",negative,0.9111859202384949,0.9111859202384949,2.7529038561624475e-05,0.08878655731678009,negative,40.0
38,1,punq,2017-01-22 00:00:00.000,30.0,ltbx,"I had been looking forward to this 3 hour epic from the Philippines with it's 9,0 rating on IMDB after nearly 4,000 votes",positive,0.9947510361671448,0.005229444243013859,1.956928645086009e-05,0.9947510361671448,positive,30.0
38,2,punq,2017-01-22 00:00:00.000,30.0,ltbx,"Supposed to have the highest budget ever for a pinoy movie, and with a star studded cast",positive,0.9884957075119019,0.011473697610199451,3.050016130146105e-05,0.9884957075119019,positive,30.0
38,3,punq,2017-01-22 00:00:00.000,30.0,ltbx,"However, most of the money probable came from the Iglesia Ni Cristo sect itself, as it tells the story of their origin in a very ""inspirational"" manner",positive,0.9725846648216248,0.02739998698234558,1.5323807019740343e-05,0.9725846648216248,positive,30.0
38,4,punq,2017-01-22 00:00:00.000,30.0,ltbx,"So not unlike just about every religious group sponsored film, it's cringe worthy to watch for a non-believer",negative,0.7827938795089722,0.7827938795089722,0.00016348931239917874,0.21704259514808655,negative,30.0
38,5,punq,2017-01-22 00:00:00.000,30.0,ltbx,Too serious and dull to engage while trying to glamorize the church founder Felix Manalo (2015),negative,0.7295274138450623,0.7295274138450623,7.769710646243766e-05,0.2703949511051178,negative,30.0
38,6,punq,2017-01-22 00:00:00.000,30.0,ltbx,"From my time in the Philippines I primarily know Iglesia Ni Cristo, with it's spectacular churches, as a place of worship for those with money",positive,0.993604838848114,0.006381904240697622,1.3227446288510691e-05,0.993604838848114,positive,30.0
38,7,punq,2017-01-22 00:00:00.000,30.0,ltbx,A symbol of the wast contrast in Philippines social structure,negative,0.562472939491272,0.562472939491272,7.950390136102214e-05,0.43744757771492004,negative,30.0
38,8,punq,2017-01-22 00:00:00.000,30.0,ltbx,I remember in Cebu where their church was placed right next to the Norwegian flagged prostitute bars,positive,0.9176390171051025,0.08232585340738297,3.509612361085601e-05,0.9176390171051025,positive,30.0
38,9,punq,2017-01-22 00:00:00.000,30.0,ltbx,Quite a bizarre sight,negative,0.5604805946350098,0.5604805946350098,0.0003183658409398049,0.4392009973526001,negative,30.0
38,10,punq,2017-01-22 00:00:00.000,30.0,ltbx,Upper and lower scale society,positive,0.6178669929504395,0.3819675147533417,0.00016547941777389497,0.6178669929504395,positive,30.0
38,11,punq,2017-01-22 00:00:00.000,30.0,ltbx,"Anyway, compare this film to the other historic epic produced in 2015, Heneral Luna (2015), Felix Manalo (2015) is a unintentional joke",positive,0.6336788535118103,0.3662586510181427,6.243496318347752e-05,0.6336788535118103,positive,30.0
38,12,punq,2017-01-22 00:00:00.000,30.0,ltbx,"While the acting is respectable, it's still what these actors do on a daily basis on daytime soaps",positive,0.9145841598510742,0.08539105206727982,2.4708715500310063e-05,0.9145841598510742,positive,30.0
38,13,punq,2017-01-22 00:00:00.000,30.0,ltbx,"Not the worst offender of religious propaganda, it serves as a part filipino history lesson, but it's not the epic it promised to be",positive,0.6789040565490723,0.3210228383541107,7.311274384846911e-05,0.6789040565490723,positive,30.0
39,1,pencilkacespeak,2016-05-30 14:13:24.465,100.0,ltbx,Felix Manalo was the founder of Iglesia Ni Cristo,positive,0.9341135621070862,0.06586797535419464,1.8540118617238477e-05,0.9341135621070862,positive,100.0
39,2,pencilkacespeak,2016-05-30 14:13:24.465,100.0,ltbx,He joins so many kind of religious group to find the true and only religion that serves God,positive,0.9834104180335999,0.016571050509810448,1.847790917963721e-05,0.9834104180335999,positive,100.0
39,3,pencilkacespeak,2016-05-30 14:13:24.465,100.0,ltbx,He always taught and encourage people base in the bible,positive,0.9766305685043335,0.023353520780801773,1.5918411008897237e-05,0.9766305685043335,positive,100.0
40,1,wkPfPAUbNfpBuMoFYghO3s47fEEcq4sXWu73tVpu66cpVtRKCOQia3SLLcGPhM7Hg3sAjtPPcqWF3OSLgu5PhMLFozh0xuPmUQOcmAhxjHYv,2022-02-23 00:00:00.000,100.0,rt,Awesome movie,positive,0.9968268275260925,0.0031473832204937935,2.5808747523115017e-05,0.9968268275260925,positive,100.0
40,2,wkPfPAUbNfpBuMoFYghO3s47fEEcq4sXWu73tVpu66cpVtRKCOQia3SLLcGPhM7Hg3sAjtPPcqWF3OSLgu5PhMLFozh0xuPmUQOcmAhxjHYv,2022-02-23 00:00:00.000,100.0,rt,"As a member of the INC, this tells the struggles of the church in the beginnings and the life Bro",positive,0.9574457406997681,0.04253874719142914,1.555500057293102e-05,0.9574457406997681,positive,100.0
40,3,wkPfPAUbNfpBuMoFYghO3s47fEEcq4sXWu73tVpu66cpVtRKCOQia3SLLcGPhM7Hg3sAjtPPcqWF3OSLgu5PhMLFozh0xuPmUQOcmAhxjHYv,2022-02-23 00:00:00.000,100.0,rt,Felix Y,positive,0.8241938352584839,0.1757177710533142,8.830257138470188e-05,0.8241938352584839,positive,100.0
40,4,wkPfPAUbNfpBuMoFYghO3s47fEEcq4sXWu73tVpu66cpVtRKCOQia3SLLcGPhM7Hg3sAjtPPcqWF3OSLgu5PhMLFozh0xuPmUQOcmAhxjHYv,2022-02-23 00:00:00.000,100.0,rt,"Manalo himself, but continued to grow despite that",positive,0.7438783645629883,0.2560895085334778,3.21133884426672e-05,0.7438783645629883,positive,100.0
40,5,wkPfPAUbNfpBuMoFYghO3s47fEEcq4sXWu73tVpu66cpVtRKCOQia3SLLcGPhM7Hg3sAjtPPcqWF3OSLgu5PhMLFozh0xuPmUQOcmAhxjHYv,2022-02-23 00:00:00.000,100.0,rt,Very powerful and inspirational,positive,0.9967603087425232,0.003213072195649147,2.665941065060906e-05,0.9967603087425232,positive,100.0
41,1,y95vkWnR,2018-05-09 00:00:00.000,100.0,rt,"Felix Manalo movie is well written, with excellent cinematography",positive,0.9951451420783997,0.004841315560042858,1.3512967598217074e-05,0.9951451420783997,positive,100.0
42,1,rVd6LjB3,2016-02-01 00:00:00.000,100.0,rt,One of the Most Inspiring movies I've seen in my lifetime,positive,0.9967652559280396,0.0031941425986588,4.0697039366932586e-05,0.9967652559280396,positive,100.0
